# of predictors,i,predictors,fold,tn|fp|fn|tp
2,144,4|9,1,29|13|27|48
2,144,4|9,2,38|17|17|45
2,144,4|9,3,49|15|33|20
2,144,4|9,4,39|10|15|53
2,145,9|10,0,22|17|18|60
2,145,9|10,1,22|19|20|56
2,145,9|10,2,37|10|31|39
2,145,9|10,3,39|21|39|18
2,145,9|10,4,34|7|44|32
2,146,2|6,0,29|14|24|50
2,146,2|6,1,13|38|10|56
2,146,2|6,2,37|19|15|46
2,146,2|6,3,46|23|21|27
2,146,2|6,4,33|18|9|57
2,147,4|9,0,22|20|18|57
2,147,4|9,1,29|13|27|48
2,147,4|9,2,38|17|17|45
2,147,4|9,3,49|15|33|20
2,147,4|9,4,39|10|15|53
2,148,1|6,0,20|25|13|59
2,148,1|6,1,14|37|14|52
2,148,1|6,2,40|15|14|48
2,148,1|6,3,37|32|15|33
2,148,1|6,4,35|14|18|50
2,149,3|10,0,27|11|38|41
2,149,3|10,1,20|22|19|56
2,149,3|10,2,25|25|31|36
2,149,3|10,3,46|19|20|32
2,149,3|10,4,25|22|25|45
2,150,3|7,0,24|17|20|56
2,150,3|7,1,20|27|17|53
2,150,3|7,2,28|28|14|47
2,150,3|7,3,55|10|34|18
2,150,3|7,4,35|15|17|50
2,151,8|10,0,28|8|41|40
2,151,8|10,1,26|13|24|54
2,151,8|10,2,42|4|24|47
2,151,8|10,3,48|10|44|15
2,151,8|10,4,34|8|26|49
2,152,2|8,0,26|12|26|53
2,152,2|8,1,21|24|23|49
2,152,2|8,2,40|13|25|39
2,152,2|8,3,48|15|25|29
2,152,2|8,4,34|16|14|53
2,153,9|10,0,22|17|18|60
2,153,9|10,1,22|19|20|56
2,153,9|10,2,37|10|31|39
2,153,9|10,3,39|21|39|18
2,153,9|10,4,34|7|44|32
2,154,5|7,0,11|34|7|65
2,154,5|7,1,23|22|19|53
2,154,5|7,2,30|25|17|45
2,154,5|7,3,40|20|46|11
2,154,5|7,4,36|9|28|44
2,155,4|7,0,23|19|26|49
2,155,4|7,1,29|15|31|42
2,155,4|7,2,27|30|17|43
2,155,4|7,3,53|11|27|26
2,155,4|7,4,37|12|16|52
2,156,0|2,0,28|18|26|45
2,156,0|2,1,18|34|13|52
2,156,0|2,2,29|33|11|44
2,156,0|2,3,33|41|11|32
2,156,0|2,4,22|35|2|58
2,157,8|9,0,25|14|21|57
2,157,8|9,1,28|14|20|55
2,157,8|9,2,37|13|28|39
2,157,8|9,3,46|12|45|14
2,157,8|9,4,37|8|32|40
2,158,3|4,0,31|10|22|54
2,158,3|4,1,26|17|26|48
2,158,3|4,2,21|37|15|44
2,158,3|4,3,35|34|16|32
2,158,3|4,4,17|38|5|57
2,159,1|4,0,24|19|20|54
2,159,1|4,1,21|24|21|51
2,159,1|4,2,38|19|14|46
2,159,1|4,3,36|33|18|30
2,159,1|4,4,33|19|13|52
2,160,4|6,0,22|22|13|60
2,160,4|6,1,23|23|27|44
2,160,4|6,2,32|25|14|46
2,160,4|6,3,39|29|21|28
2,160,4|6,4,33|18|13|53
2,161,0|6,0,19|30|8|60
2,161,0|6,1,10|43|7|57
2,161,0|6,2,39|22|15|41
2,161,0|6,3,39|34|23|21
2,161,0|6,4,37|17|17|46
2,162,9|10,0,22|17|18|60
2,162,9|10,1,22|19|20|56
2,162,9|10,2,37|10|31|39
2,162,9|10,3,39|21|39|18
2,162,9|10,4,34|7|44|32
2,163,5|7,0,11|34|7|65
2,163,5|7,1,23|22|19|53
2,163,5|7,2,30|25|17|45
2,163,5|7,3,40|20|46|11
2,163,5|7,4,36|9|28|44
2,164,6|7,0,19|25|9|64
2,164,6|7,1,14|36|10|57
2,164,6|7,2,33|22|11|51
2,164,6|7,3,41|23|29|24
2,164,6|7,4,40|6|27|44
2,165,1|2,0,22|20|24|51
2,165,1|2,1,21|29|11|56
2,165,1|2,2,37|19|14|47
2,165,1|2,3,32|38|17|30
2,165,1|2,4,31|21|12|53
2,166,5|6,0,17|30|3|67
2,166,5|6,1,17|30|22|48
2,166,5|6,2,32|23|9|53
2,166,5|6,3,49|15|31|22
2,166,5|6,4,37|10|23|47
2,167,4|10,0,26|13|19|59
2,167,4|10,1,32|7|37|41
2,167,4|10,2,23|28|21|45
2,167,4|10,3,30|34|17|36
2,167,4|10,4,27|19|24|47
2,168,4|9,0,22|20|18|57
2,168,4|9,1,29|13|27|48
2,168,4|9,2,38|17|17|45
2,168,4|9,3,49|15|33|20
2,168,4|9,4,39|10|15|53
2,169,8|10,0,28|8|41|40
2,169,8|10,1,26|13|24|54
2,169,8|10,2,42|4|24|47
2,169,8|10,3,48|10|44|15
2,169,8|10,4,34|8|26|49
2,170,0|4,0,30|17|15|55
2,170,0|4,1,34|13|34|36
2,170,0|4,2,21|42|15|39
2,170,0|4,3,39|34|14|30
2,170,0|4,4,19|38|8|52
2,171,1|8,0,22|18|22|55
2,171,1|8,1,19|26|20|52
2,171,1|8,2,43|9|29|36
2,171,1|8,3,47|16|26|28
2,171,1|8,4,39|9|18|51
2,172,4|6,0,22|22|13|60
2,172,4|6,1,23|23|27|44
2,172,4|6,2,32|25|14|46
2,172,4|6,3,39|29|21|28
2,172,4|6,4,33|18|13|53
2,173,1|5,0,21|25|8|63
2,173,1|5,1,25|21|18|53
2,173,1|5,2,34|21|14|48
2,173,1|5,3,50|15|22|30
2,173,1|5,4,34|14|19|50
2,174,2|5,0,20|24|13|60
2,174,2|5,1,24|22|19|52
2,174,2|5,2,36|20|14|47
2,174,2|5,3,59|6|31|21
2,174,2|5,4,35|15|12|55
2,175,0|1,0,21|27|15|54
2,175,0|1,1,16|36|9|56
2,175,0|1,2,44|17|10|46
2,175,0|1,3,32|42|12|31
2,175,0|1,4,34|21|11|51
2,176,4|9,0,22|20|18|57
2,176,4|9,1,29|13|27|48
2,176,4|9,2,38|17|17|45
2,176,4|9,3,49|15|33|20
2,176,4|9,4,39|10|15|53
2,177,0|6,0,19|30|8|60
2,177,0|6,1,10|43|7|57
2,177,0|6,2,39|22|15|41
2,177,0|6,3,39|34|23|21
2,177,0|6,4,37|17|17|46
2,178,3|8,0,18|20|22|57
2,178,3|8,1,20|23|22|52
2,178,3|8,2,29|24|20|44
2,178,3|8,3,58|5|38|16
2,178,3|8,4,31|20|11|55
2,179,7|9,0,22|20|18|57
2,179,7|9,1,20|26|17|54
2,179,7|9,2,37|16|21|43
2,179,7|9,3,43|17|45|12
2,179,7|9,4,34|10|35|38
2,180,5|10,0,10|32|16|59
2,180,5|10,1,25|15|22|55
2,180,5|10,2,35|14|25|43
2,180,5|10,3,40|20|36|21
2,180,5|10,4,32|10|33|42
2,181,0|5,0,11|39|5|62
2,181,0|5,1,27|21|22|47
2,181,0|5,2,37|24|12|44
2,181,0|5,3,51|18|38|10
2,181,0|5,4,39|14|23|41
2,182,2|6,0,29|14|24|50
2,182,2|6,1,13|38|10|56
2,182,2|6,2,37|19|15|46
2,182,2|6,3,46|23|21|27
2,182,2|6,4,33|18|9|57
2,183,0|1,0,21|27|15|54
2,183,0|1,1,16|36|9|56
2,183,0|1,2,44|17|10|46
2,183,0|1,3,32|42|12|31
2,183,0|1,4,34|21|11|51
2,184,2|7,0,30|11|25|51
2,184,2|7,1,19|30|9|59
2,184,2|7,2,33|23|13|48
2,184,2|7,3,44|21|12|40
2,184,2|7,4,39|10|13|55
2,185,2|4,0,28|13|24|52
2,185,2|4,1,29|16|28|44
2,185,2|4,2,27|31|9|50
2,185,2|4,3,33|36|17|31
2,185,2|4,4,21|33|7|56
2,186,0|10,0,17|27|25|48
2,186,0|10,1,35|11|48|23
2,186,0|10,2,38|17|34|28
2,186,0|10,3,56|13|33|15
2,186,0|10,4,42|7|57|11
2,187,3|8,0,18|20|22|57
2,187,3|8,1,20|23|22|52
2,187,3|8,2,29|24|20|44
2,187,3|8,3,58|5|38|16
2,187,3|8,4,31|20|11|55
2,188,5|9,0,18|27|10|62
2,188,5|9,1,23|20|16|58
2,188,5|9,2,37|16|23|41
2,188,5|9,3,41|19|35|22
2,188,5|9,4,35|10|31|41
2,189,5|6,0,17|30|3|67
2,189,5|6,1,17|30|22|48
2,189,5|6,2,32|23|9|53
2,189,5|6,3,49|15|31|22
2,189,5|6,4,37|10|23|47
2,190,0|5,0,11|39|5|62
2,190,0|5,1,27|21|22|47
2,190,0|5,2,37|24|12|44
2,190,0|5,3,51|18|38|10
2,190,0|5,4,39|14|23|41
2,191,3|5,0,17|27|12|61
2,191,3|5,1,28|16|31|42
2,191,3|5,2,37|19|13|48
2,191,3|5,3,60|5|43|9
2,191,3|5,4,38|13|18|48
2,192,4|8,0,26|13|31|47
2,192,4|8,1,31|9|35|42
2,192,4|8,2,39|15|18|45
2,192,4|8,3,54|8|42|13
2,192,4|8,4,35|15|12|55
2,193,6|7,0,19|25|9|64
2,193,6|7,1,14|36|10|57
2,193,6|7,2,33|22|11|51
2,193,6|7,3,41|23|29|24
2,193,6|7,4,40|6|27|44
2,194,1|3,0,22|20|22|53
2,194,1|3,1,21|27|15|54
2,194,1|3,2,33|23|15|46
2,194,1|3,3,37|33|15|32
2,194,1|3,4,30|23|11|53
2,195,5|10,0,10|32|16|59
2,195,5|10,1,25|15|22|55
2,195,5|10,2,35|14|25|43
2,195,5|10,3,40|20|36|21
2,195,5|10,4,32|10|33|42
2,196,1|2,0,22|20|24|51
2,196,1|2,1,21|29|11|56
2,196,1|2,2,37|19|14|47
2,196,1|2,3,32|38|17|30
2,196,1|2,4,31|21|12|53
2,197,0|9,0,22|25|16|54
2,197,0|9,1,30|19|22|46
2,197,0|9,2,40|19|16|42
2,197,0|9,3,50|19|39|9
2,197,0|9,4,44|8|28|37
2,198,3|7,0,24|17|20|56
2,198,3|7,1,20|27|17|53
2,198,3|7,2,28|28|14|47
2,198,3|7,3,55|10|34|18
2,198,3|7,4,35|15|17|50
2,199,6|7,0,19|25|9|64
2,199,6|7,1,14|36|10|57
2,199,6|7,2,33|22|11|51
2,199,6|7,3,41|23|29|24
2,199,6|7,4,40|6|27|44
2,200,1|7,0,24|19|20|54
2,200,1|7,1,22|27|10|58
2,200,1|7,2,34|21|15|47
2,200,1|7,3,47|18|22|30
2,200,1|7,4,38|9|22|48
2,201,5|10,0,10|32|16|59
2,201,5|10,1,25|15|22|55
2,201,5|10,2,35|14|25|43
2,201,5|10,3,40|20|36|21
2,201,5|10,4,32|10|33|42
2,202,0|6,0,19|30|8|60
2,202,0|6,1,10|43|7|57
2,202,0|6,2,39|22|15|41
2,202,0|6,3,39|34|23|21
2,202,0|6,4,37|17|17|46
2,203,1|5,0,21|25|8|63
2,203,1|5,1,25|21|18|53
2,203,1|5,2,34|21|14|48
2,203,1|5,3,50|15|22|30
2,203,1|5,4,34|14|19|50
2,204,1|4,0,24|19|20|54
2,204,1|4,1,21|24|21|51
2,204,1|4,2,38|19|14|46
2,204,1|4,3,36|33|18|30
2,204,1|4,4,33|19|13|52
2,205,3|9,0,29|12|19|57
2,205,3|9,1,25|20|19|53
2,205,3|9,2,33|21|19|44
2,205,3|9,3,53|12|40|12
2,205,3|9,4,34|16|12|55
2,206,3|10,0,27|11|38|41
2,206,3|10,1,20|22|19|56
2,206,3|10,2,25|25|31|36
2,206,3|10,3,46|19|20|32
2,206,3|10,4,25|22|25|45
2,207,5|9,0,18|27|10|62
2,207,5|9,1,23|20|16|58
2,207,5|9,2,37|16|23|41
2,207,5|9,3,41|19|35|22
2,207,5|9,4,35|10|31|41
2,208,3|5,0,17|27|12|61
2,208,3|5,1,28|16|31|42
2,208,3|5,2,37|19|13|48
2,208,3|5,3,60|5|43|9
2,208,3|5,4,38|13|18|48
2,209,1|7,0,24|19|20|54
2,209,1|7,1,22|27|10|58
2,209,1|7,2,34|21|15|47
2,209,1|7,3,47|18|22|30
2,209,1|7,4,38|9|22|48
2,210,5|9,0,18|27|10|62
2,210,5|9,1,23|20|16|58
2,210,5|9,2,37|16|23|41
2,210,5|9,3,41|19|35|22
2,210,5|9,4,35|10|31|41
2,211,7|9,0,22|20|18|57
2,211,7|9,1,20|26|17|54
2,211,7|9,2,37|16|21|43
2,211,7|9,3,43|17|45|12
2,211,7|9,4,34|10|35|38
2,212,1|6,0,20|25|13|59
2,212,1|6,1,14|37|14|52
2,212,1|6,2,40|15|14|48
2,212,1|6,3,37|32|15|33
2,212,1|6,4,35|14|18|50
2,213,1|3,0,22|20|22|53
2,213,1|3,1,21|27|15|54
2,213,1|3,2,33|23|15|46
2,213,1|3,3,37|33|15|32
2,213,1|3,4,30|23|11|53
2,214,5|7,0,11|34|7|65
2,214,5|7,1,23|22|19|53
2,214,5|7,2,30|25|17|45
2,214,5|7,3,40|20|46|11
2,214,5|7,4,36|9|28|44
2,215,6|10,0,16|25|18|58
2,215,6|10,1,8|37|3|69
2,215,6|10,2,37|12|29|39
2,215,6|10,3,24|40|23|30
2,215,6|10,4,34|9|39|35
2,216,8|10,0,28|8|41|40
2,216,8|10,1,26|13|24|54
2,216,8|10,2,42|4|24|47
2,216,8|10,3,48|10|44|15
2,216,8|10,4,34|8|26|49
2,217,6|10,0,16|25|18|58
2,217,6|10,1,8|37|3|69
2,217,6|10,2,37|12|29|39
2,217,6|10,3,24|40|23|30
2,217,6|10,4,34|9|39|35
2,218,0|3,0,23|23|27|44
2,218,0|3,1,30|20|27|40
2,218,0|3,2,25|37|21|34
2,218,0|3,3,38|36|16|27
2,218,0|3,4,18|40|7|52
2,219,6|9,0,21|23|15|58
2,219,6|9,1,19|29|16|53
2,219,6|9,2,39|14|18|46
2,219,6|9,3,38|26|27|26
2,219,6|9,4,40|6|26|45
2,220,8|9,0,25|14|21|57
2,220,8|9,1,28|14|20|55
2,220,8|9,2,37|13|28|39
2,220,8|9,3,46|12|45|14
2,220,8|9,4,37|8|32|40
2,221,2|6,0,29|14|24|50
2,221,2|6,1,13|38|10|56
2,221,2|6,2,37|19|15|46
2,221,2|6,3,46|23|21|27
2,221,2|6,4,33|18|9|57
2,222,3|5,0,17|27|12|61
2,222,3|5,1,28|16|31|42
2,222,3|5,2,37|19|13|48
2,222,3|5,3,60|5|43|9
2,222,3|5,4,38|13|18|48
2,223,5|8,0,11|31|9|66
2,223,5|8,1,24|17|21|55
2,223,5|8,2,36|16|24|41
2,223,5|8,3,50|8|45|14
2,223,5|8,4,35|11|22|49
2,224,1|4,0,24|19|20|54
2,224,1|4,1,21|24|21|51
2,224,1|4,2,38|19|14|46
2,224,1|4,3,36|33|18|30
2,224,1|4,4,33|19|13|52
2,225,3|9,0,29|12|19|57
2,225,3|9,1,25|20|19|53
2,225,3|9,2,33|21|19|44
2,225,3|9,3,53|12|40|12
2,225,3|9,4,34|16|12|55
2,226,0|1,0,21|27|15|54
2,226,0|1,1,16|36|9|56
2,226,0|1,2,44|17|10|46
2,226,0|1,3,32|42|12|31
2,226,0|1,4,34|21|11|51
2,227,2|7,0,30|11|25|51
2,227,2|7,1,19|30|9|59
2,227,2|7,2,33|23|13|48
2,227,2|7,3,44|21|12|40
2,227,2|7,4,39|10|13|55
2,228,0|1,0,21|27|15|54
2,228,0|1,1,16|36|9|56
2,228,0|1,2,44|17|10|46
2,228,0|1,3,32|42|12|31
2,228,0|1,4,34|21|11|51
2,229,5|10,0,10|32|16|59
2,229,5|10,1,25|15|22|55
2,229,5|10,2,35|14|25|43
2,229,5|10,3,40|20|36|21
2,229,5|10,4,32|10|33|42
2,230,7|10,0,17|22|29|49
2,230,7|10,1,18|25|14|60
2,230,7|10,2,30|19|24|44
2,230,7|10,3,40|20|36|21
2,230,7|10,4,33|8|37|39
2,231,0|6,0,19|30|8|60
2,231,0|6,1,10|43|7|57
2,231,0|6,2,39|22|15|41
2,231,0|6,3,39|34|23|21
2,231,0|6,4,37|17|17|46
2,232,2|8,0,26|12|26|53
2,232,2|8,1,21|24|23|49
2,232,2|8,2,40|13|25|39
2,232,2|8,3,48|15|25|29
2,232,2|8,4,34|16|14|53
2,233,6|9,0,21|23|15|58
2,233,6|9,1,19|29|16|53
2,233,6|9,2,39|14|18|46
2,233,6|9,3,38|26|27|26
2,233,6|9,4,40|6|26|45
2,234,6|9,0,21|23|15|58
2,234,6|9,1,19|29|16|53
2,234,6|9,2,39|14|18|46
2,234,6|9,3,38|26|27|26
2,234,6|9,4,40|6|26|45
2,235,0|6,0,19|30|8|60
2,235,0|6,1,10|43|7|57
2,235,0|6,2,39|22|15|41
2,235,0|6,3,39|34|23|21
2,235,0|6,4,37|17|17|46
2,236,3|8,0,18|20|22|57
2,236,3|8,1,20|23|22|52
2,236,3|8,2,29|24|20|44
2,236,3|8,3,58|5|38|16
2,236,3|8,4,31|20|11|55
2,237,1|8,0,22|18|22|55
2,237,1|8,1,19|26|20|52
2,237,1|8,2,43|9|29|36
2,237,1|8,3,47|16|26|28
2,237,1|8,4,39|9|18|51
2,238,3|9,0,29|12|19|57
2,238,3|9,1,25|20|19|53
2,238,3|9,2,33|21|19|44
2,238,3|9,3,53|12|40|12
2,238,3|9,4,34|16|12|55
2,239,6|8,0,27|14|27|49
2,239,6|8,1,19|27|12|59
2,239,6|8,2,44|8|26|39
2,239,6|8,3,41|21|37|18
2,239,6|8,4,35|12|16|54
2,240,0|3,0,23|23|27|44
2,240,0|3,1,30|20|27|40
2,240,0|3,2,25|37|21|34
2,240,0|3,3,38|36|16|27
2,240,0|3,4,18|40|7|52
2,241,2|10,0,24|14|30|49
2,241,2|10,1,18|26|19|54
2,241,2|10,2,36|14|30|37
2,241,2|10,3,30|35|12|40
2,241,2|10,4,34|12|25|46
2,242,2|6,0,29|14|24|50
2,242,2|6,1,13|38|10|56
2,242,2|6,2,37|19|15|46
2,242,2|6,3,46|23|21|27
2,242,2|6,4,33|18|9|57
2,243,6|10,0,16|25|18|58
2,243,6|10,1,8|37|3|69
2,243,6|10,2,37|12|29|39
2,243,6|10,3,24|40|23|30
2,243,6|10,4,34|9|39|35
2,244,1|3,0,22|20|22|53
2,244,1|3,1,21|27|15|54
2,244,1|3,2,33|23|15|46
2,244,1|3,3,37|33|15|32
2,244,1|3,4,30|23|11|53
2,245,5|7,0,11|34|7|65
2,245,5|7,1,23|22|19|53
2,245,5|7,2,30|25|17|45
2,245,5|7,3,40|20|46|11
2,245,5|7,4,36|9|28|44
2,246,0|4,0,30|17|15|55
2,246,0|4,1,34|13|34|36
2,246,0|4,2,21|42|15|39
2,246,0|4,3,39|34|14|30
2,246,0|4,4,19|38|8|52
2,247,2|3,0,28|12|31|46
2,247,2|3,1,29|19|22|47
2,247,2|3,2,33|24|22|38
2,247,2|3,3,30|40|13|34
2,247,2|3,4,29|26|13|49
2,248,8|10,0,28|8|41|40
2,248,8|10,1,26|13|24|54
2,248,8|10,2,42|4|24|47
2,248,8|10,3,48|10|44|15
2,248,8|10,4,34|8|26|49
2,249,5|10,0,10|32|16|59
2,249,5|10,1,25|15|22|55
2,249,5|10,2,35|14|25|43
2,249,5|10,3,40|20|36|21
2,249,5|10,4,32|10|33|42
2,250,8|9,0,25|14|21|57
2,250,8|9,1,28|14|20|55
2,250,8|9,2,37|13|28|39
2,250,8|9,3,46|12|45|14
2,250,8|9,4,37|8|32|40
2,251,3|6,0,20|23|13|61
2,251,3|6,1,14|35|11|57
2,251,3|6,2,32|24|21|40
2,251,3|6,3,35|34|24|24
2,251,3|6,4,32|20|8|57
2,252,5|8,0,11|31|9|66
2,252,5|8,1,24|17|21|55
2,252,5|8,2,36|16|24|41
2,252,5|8,3,50|8|45|14
2,252,5|8,4,35|11|22|49
2,253,8|10,0,28|8|41|40
2,253,8|10,1,26|13|24|54
2,253,8|10,2,42|4|24|47
2,253,8|10,3,48|10|44|15
2,253,8|10,4,34|8|26|49
2,254,7|9,0,22|20|18|57
2,254,7|9,1,20|26|17|54
2,254,7|9,2,37|16|21|43
2,254,7|9,3,43|17|45|12
2,254,7|9,4,34|10|35|38
2,255,1|8,0,22|18|22|55
2,255,1|8,1,19|26|20|52
2,255,1|8,2,43|9|29|36
2,255,1|8,3,47|16|26|28
2,255,1|8,4,39|9|18|51
2,256,2|7,0,30|11|25|51
2,256,2|7,1,19|30|9|59
2,256,2|7,2,33|23|13|48
2,256,2|7,3,44|21|12|40
2,256,2|7,4,39|10|13|55
2,257,1|7,0,24|19|20|54
2,257,1|7,1,22|27|10|58
2,257,1|7,2,34|21|15|47
2,257,1|7,3,47|18|22|30
2,257,1|7,4,38|9|22|48
2,258,0|4,0,30|17|15|55
2,258,0|4,1,34|13|34|36
2,258,0|4,2,21|42|15|39
2,258,0|4,3,39|34|14|30
2,258,0|4,4,19|38|8|52
2,259,1|5,0,21|25|8|63
2,259,1|5,1,25|21|18|53
2,259,1|5,2,34|21|14|48
2,259,1|5,3,50|15|22|30
2,259,1|5,4,34|14|19|50
2,260,2|4,0,28|13|24|52
2,260,2|4,1,29|16|28|44
2,260,2|4,2,27|31|9|50
2,260,2|4,3,33|36|17|31
2,260,2|4,4,21|33|7|56
2,261,6|9,0,21|23|15|58
2,261,6|9,1,19|29|16|53
2,261,6|9,2,39|14|18|46
2,261,6|9,3,38|26|27|26
2,261,6|9,4,40|6|26|45
2,262,7|8,0,26|13|28|50
2,262,7|8,1,27|17|28|45
2,262,7|8,2,28|24|23|42
2,262,7|8,3,55|3|49|10
2,262,7|8,4,35|10|27|45
2,263,0|5,0,11|39|5|62
2,263,0|5,1,27|21|22|47
2,263,0|5,2,37|24|12|44
2,263,0|5,3,51|18|38|10
2,263,0|5,4,39|14|23|41
2,264,0|6,0,19|30|8|60
2,264,0|6,1,10|43|7|57
2,264,0|6,2,39|22|15|41
2,264,0|6,3,39|34|23|21
2,264,0|6,4,37|17|17|46
2,265,0|1,0,21|27|15|54
2,265,0|1,1,16|36|9|56
2,265,0|1,2,44|17|10|46
2,265,0|1,3,32|42|12|31
2,265,0|1,4,34|21|11|51
2,266,0|4,0,30|17|15|55
2,266,0|4,1,34|13|34|36
2,266,0|4,2,21|42|15|39
2,266,0|4,3,39|34|14|30
2,266,0|4,4,19|38|8|52
2,267,0|1,0,21|27|15|54
2,267,0|1,1,16|36|9|56
2,267,0|1,2,44|17|10|46
2,267,0|1,3,32|42|12|31
2,267,0|1,4,34|21|11|51
2,268,1|5,0,21|25|8|63
2,268,1|5,1,25|21|18|53
2,268,1|5,2,34|21|14|48
2,268,1|5,3,50|15|22|30
2,268,1|5,4,34|14|19|50
2,269,6|8,0,27|14|27|49
2,269,6|8,1,19|27|12|59
2,269,6|8,2,44|8|26|39
2,269,6|8,3,41|21|37|18
2,269,6|8,4,35|12|16|54
2,270,9|10,0,22|17|18|60
2,270,9|10,1,22|19|20|56
2,270,9|10,2,37|10|31|39
2,270,9|10,3,39|21|39|18
2,270,9|10,4,34|7|44|32
2,271,2|10,0,24|14|30|49
2,271,2|10,1,18|26|19|54
2,271,2|10,2,36|14|30|37
2,271,2|10,3,30|35|12|40
2,271,2|10,4,34|12|25|46
2,272,1|5,0,21|25|8|63
2,272,1|5,1,25|21|18|53
2,272,1|5,2,34|21|14|48
2,272,1|5,3,50|15|22|30
2,272,1|5,4,34|14|19|50
2,273,5|6,0,17|30|3|67
2,273,5|6,1,17|30|22|48
2,273,5|6,2,32|23|9|53
2,273,5|6,3,49|15|31|22
2,273,5|6,4,37|10|23|47
2,274,5|6,0,17|30|3|67
2,274,5|6,1,17|30|22|48
2,274,5|6,2,32|23|9|53
2,274,5|6,3,49|15|31|22
2,274,5|6,4,37|10|23|47
2,275,3|10,0,27|11|38|41
2,275,3|10,1,20|22|19|56
2,275,3|10,2,25|25|31|36
2,275,3|10,3,46|19|20|32
2,275,3|10,4,25|22|25|45
2,276,9|10,0,22|17|18|60
2,276,9|10,1,22|19|20|56
2,276,9|10,2,37|10|31|39
2,276,9|10,3,39|21|39|18
2,276,9|10,4,34|7|44|32
2,277,6|9,0,21|23|15|58
2,277,6|9,1,19|29|16|53
2,277,6|9,2,39|14|18|46
2,277,6|9,3,38|26|27|26
2,277,6|9,4,40|6|26|45
2,278,0|7,0,17|30|18|52
2,278,0|7,1,13|38|9|57
2,278,0|7,2,27|34|10|46
2,278,0|7,3,50|19|39|9
2,278,0|7,4,39|13|27|38
2,279,1|8,0,22|18|22|55
2,279,1|8,1,19|26|20|52
2,279,1|8,2,43|9|29|36
2,279,1|8,3,47|16|26|28
2,279,1|8,4,39|9|18|51
2,280,1|2,0,22|20|24|51
2,280,1|2,1,21|29|11|56
2,280,1|2,2,37|19|14|47
2,280,1|2,3,32|38|17|30
2,280,1|2,4,31|21|12|53
2,281,0|8,0,36|8|36|37
2,281,0|8,1,31|16|32|38
2,281,0|8,2,50|8|31|28
2,281,0|8,3,64|3|43|7
2,281,0|8,4,41|12|22|42
2,282,8|9,0,25|14|21|57
2,282,8|9,1,28|14|20|55
2,282,8|9,2,37|13|28|39
2,282,8|9,3,46|12|45|14
2,282,8|9,4,37|8|32|40
2,283,2|4,0,28|13|24|52
2,283,2|4,1,29|16|28|44
2,283,2|4,2,27|31|9|50
2,283,2|4,3,33|36|17|31
2,283,2|4,4,21|33|7|56
2,284,8|10,0,28|8|41|40
2,284,8|10,1,26|13|24|54
2,284,8|10,2,42|4|24|47
2,284,8|10,3,48|10|44|15
2,284,8|10,4,34|8|26|49
2,285,4|6,0,22|22|13|60
2,285,4|6,1,23|23|27|44
2,285,4|6,2,32|25|14|46
2,285,4|6,3,39|29|21|28
2,285,4|6,4,33|18|13|53
2,286,0|6,0,19|30|8|60
2,286,0|6,1,10|43|7|57
2,286,0|6,2,39|22|15|41
2,286,0|6,3,39|34|23|21
2,286,0|6,4,37|17|17|46
2,287,6|7,0,19|25|9|64
2,287,6|7,1,14|36|10|57
2,287,6|7,2,33|22|11|51
2,287,6|7,3,41|23|29|24
2,287,6|7,4,40|6|27|44
2,288,7|8,0,26|13|28|50
2,288,7|8,1,27|17|28|45
2,288,7|8,2,28|24|23|42
2,288,7|8,3,55|3|49|10
2,288,7|8,4,35|10|27|45
2,289,6|8,0,27|14|27|49
2,289,6|8,1,19|27|12|59
2,289,6|8,2,44|8|26|39
2,289,6|8,3,41|21|37|18
2,289,6|8,4,35|12|16|54
2,290,1|8,0,22|18|22|55
2,290,1|8,1,19|26|20|52
2,290,1|8,2,43|9|29|36
2,290,1|8,3,47|16|26|28
2,290,1|8,4,39|9|18|51
2,291,1|3,0,22|20|22|53
2,291,1|3,1,21|27|15|54
2,291,1|3,2,33|23|15|46
2,291,1|3,3,37|33|15|32
2,291,1|3,4,30|23|11|53
2,292,0|4,0,30|17|15|55
2,292,0|4,1,34|13|34|36
2,292,0|4,2,21|42|15|39
2,292,0|4,3,39|34|14|30
2,292,0|4,4,19|38|8|52
2,293,7|9,0,22|20|18|57
2,293,7|9,1,20|26|17|54
2,293,7|9,2,37|16|21|43
2,293,7|9,3,43|17|45|12
2,293,7|9,4,34|10|35|38
2,294,1|8,0,22|18|22|55
2,294,1|8,1,19|26|20|52
2,294,1|8,2,43|9|29|36
2,294,1|8,3,47|16|26|28
2,294,1|8,4,39|9|18|51
2,295,2|9,0,27|14|24|52
2,295,2|9,1,23|24|16|54
2,295,2|9,2,39|15|21|42
2,295,2|9,3,43|22|23|29
2,295,2|9,4,39|10|13|55
2,296,8|9,0,25|14|21|57
2,296,8|9,1,28|14|20|55
2,296,8|9,2,37|13|28|39
2,296,8|9,3,46|12|45|14
2,296,8|9,4,37|8|32|40
2,297,2|6,0,29|14|24|50
2,297,2|6,1,13|38|10|56
2,297,2|6,2,37|19|15|46
2,297,2|6,3,46|23|21|27
2,297,2|6,4,33|18|9|57
2,298,0|3,0,23|23|27|44
2,298,0|3,1,30|20|27|40
2,298,0|3,2,25|37|21|34
2,298,0|3,3,38|36|16|27
2,298,0|3,4,18|40|7|52
2,299,6|10,0,16|25|18|58
2,299,6|10,1,8|37|3|69
